"Story","Title","Result","Date","Stability","Duration (s)"
"Memoization test","Even when memoization is true, if generics Pojos have different types, objects should not be equal","SUCCESS","2016-08-21T23:45:02.123+07:00","0.0","0.02"
"Memoization test","Memoization should work correctly for collections and arrays","SUCCESS","2016-08-21T23:45:02.032+07:00","0.0","0.04"
"Memoization test","Memoization should work for recursive Pojos","SUCCESS","2016-08-21T23:45:02.074+07:00","0.0","0.02"
"Memoization test","Memoization should work with Generics","SUCCESS","2016-08-21T23:45:02.099+07:00","0.0","0.02"
"Memoization test","When memoization is set to false Podam should return different instances for different invocations","SUCCESS","2016-08-21T23:45:01.954+07:00","0.0","0.04"
"Memoization test","When memoization is set to true Podam should return the same instance for different invocations","SUCCESS","2016-08-21T23:45:01.992+07:00","0.0","0.04"
