"Story","Title","Result","Date","Stability","Duration (s)"
"Collections test","Podam should handle POJOs with no setters and collections in the constructor","SUCCESS","2015-06-12T00:13:33.715+01:00","0.0","0.03"
"Collections test","Podam should handle immutable POJOs with generified collections in the constructor","SUCCESS","2015-06-12T00:13:33.745+01:00","0.0","0.06"
"Collections test","Podam should handle immutable Pojos with non generic collections","SUCCESS","2015-06-12T00:13:33.801+01:00","0.0","0.03"
"Collections test","Podam should handle standard collections","SUCCESS","2015-06-12T00:13:33.591+01:00","0.0","0.12"
